date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:08:22	4186/4186	---M-Z	200	added ('OK')	text/css	etag:%22105a-67852c06-2b2e5531fb70cb78;gz%22	https://royalpalmcollege.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.7.1	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-includes/js/mediaelement/wp-mediaelement.min9704.css	(from https://royalpalmcollege.com/)
15:08:22	119/119	---M--	200	added ('OK')	text/css	etag:%2277-67863bb4-d48a111e2e8200df;;;%22	https://royalpalmcollege.com/wp-content/plugins/widget-logic/block_widget/css/widget.css?ver=1736850356	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/widget-logic/block_widget/css/widget1e64.css	(from https://royalpalmcollege.com/)
15:08:23	2947/2947	---M-Z	200	added ('OK')	text/css	etag:%22b83-68920fa0-81a9da79f457a0c3;gz%22	https://royalpalmcollege.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.1.1	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/contact-form-7/includes/css/styles6a4d.css	(from https://royalpalmcollege.com/)
15:08:24	14778/14778	---M-Z	200	added ('OK')	text/css	etag:%2239ba-67a64c22-931bc508ebe05db2;gz%22	https://royalpalmcollege.com/wp-content/plugins/paid-memberships-pro/css/frontend/base.css?ver=3.3.3	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/paid-memberships-pro/css/frontend/base6765.css	(from https://royalpalmcollege.com/)
15:08:24	22413/22413	---M-Z	200	added ('OK')	text/css	etag:%22578d-67a64c22-f6611d813d981543;gz%22	https://royalpalmcollege.com/wp-content/plugins/paid-memberships-pro/css/frontend/variation_1.css?ver=3.3.3	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/paid-memberships-pro/css/frontend/variation_16765.css	(from https://royalpalmcollege.com/)
15:08:25	14966/14966	---M-Z	200	added ('OK')	text/css	etag:%223a76-67a64c22-491eb8686c9c845;gz%22	https://royalpalmcollege.com/wp-content/plugins/paid-memberships-pro/css/select2.min.css?ver=4.1.0-beta.0	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/paid-memberships-pro/css/select2.minf485.css	(from https://royalpalmcollege.com/)
15:08:26	21218/21218	---M-Z	200	added ('OK')	text/css	etag:%2252e2-68af0b4f-c676e7c51b1e1f2a;gz%22	https://royalpalmcollege.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.43.0	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min2778.css	(from https://royalpalmcollege.com/)
15:08:27	53527/53527	---M-Z	200	added ('OK')	text/css	etag:%22d117-68af0b4e-b3916cffd872a35b;gz%22	https://royalpalmcollege.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.31.3	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/elementor/assets/css/frontend.min94b7.css	(from https://royalpalmcollege.com/)
15:08:28	73202/73202	---M--	200	added ('OK')	image/jpeg	etag:%2211df2-6560a8b9-b9fcabadde44c0f8;;;%22	https://royalpalmcollege.com/wp-content/uploads/2022/10/IMG-20201104-WA0004.jpg	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/2022/10/IMG-20201104-WA0004.jpg	(from https://royalpalmcollege.com/)
15:08:29	140767/140767	---M--	200	added ('OK')	image/jpeg	etag:%22225df-6560a8ba-cf1218dd8d77acde;;;%22	https://royalpalmcollege.com/wp-content/uploads/2022/10/IMG-20201105-WA0031.jpg	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/2022/10/IMG-20201105-WA0031.jpg	(from https://royalpalmcollege.com/)
15:08:30	10502/10502	---M-Z	200	added ('OK')	text/css	etag:%222906-68af0b5c-4a929bb1e42b8fde;gz%22	https://royalpalmcollege.com/wp-content/plugins/thim-elementor-kit/build/frontend.css?ver=1.3.3	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/thim-elementor-kit/build/frontend3ba1.css	(from https://royalpalmcollege.com/)
15:08:31	96581/96581	---M-Z	200	added ('OK')	text/css	etag:%2217945-68af0b5c-9bb173675b07e922;gz%22	https://royalpalmcollege.com/wp-content/plugins/thim-elementor-kit/build/widgets.css?ver=1.3.3	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/thim-elementor-kit/build/widgets3ba1.css	(from https://royalpalmcollege.com/)
15:08:31	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-68af0b4f-7414c5658ab272c7;gz%22	https://royalpalmcollege.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://royalpalmcollege.com/)
15:08:32	5486/5486	---M-Z	200	added ('OK')	text/css	etag:%22156e-68af0b4e-3bf706f75bbd7f3c;gz%22	https://royalpalmcollege.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.31.3	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min94b7.css	(from https://royalpalmcollege.com/)
15:08:32	3435/3435	---M-Z	200	added ('OK')	text/css	etag:%22d6b-688243a9-e3000bd64cb2a52c;gz%22	https://royalpalmcollege.com/wp-content/plugins/pwa-for-wp/assets/css/pwaforwp-main.min.css?ver=1.7.80	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/pwa-for-wp/assets/css/pwaforwp-main.min832c.css	(from https://royalpalmcollege.com/)
15:08:32	24585/24585	---M-Z	200	added ('OK')	text/css	etag:%226009-68af0b55-923b7441f676e188;gz%22	https://royalpalmcollege.com/wp-content/plugins/learnpress/assets/css/widgets.min.css?ver=4.2.9	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/learnpress/assets/css/widgets.min7350.css	(from https://royalpalmcollege.com/)
15:08:33	58967/58967	---M-Z	200	added ('OK')	text/css	etag:%22e657-67863bbf-6f2d76236ef971c4;gz%22	https://royalpalmcollege.com/wp-content/themes/eduma/assets/css/all.min.css?ver=5.4.5	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/assets/css/all.min5243.css	(from https://royalpalmcollege.com/)
15:08:33	26702/26702	---M-Z	200	added ('OK')	text/css	etag:%22684e-67863bbf-8356cef66def3fa1;gz%22	https://royalpalmcollege.com/wp-content/themes/eduma/assets/css/v4-shims.min.css?ver=5.4.5	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/assets/css/v4-shims.min5243.css	(from https://royalpalmcollege.com/)
15:08:33	46092/46092	---M-Z	200	added ('OK')	text/css	etag:%22b40c-68af0b5c-43ffee44adadd79f;gz%22	https://royalpalmcollege.com/wp-content/plugins/thim-elementor-kit/build/libraries/thim-ekits/css/thim-ekits-icons.min.css?ver=1.3.3	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/thim-elementor-kit/build/libraries/thim-ekits/css/thim-ekits-icons.min3ba1.css	(from https://royalpalmcollege.com/)
15:08:37	674559/674559	---M-Z	200	added ('OK')	text/css	etag:%22a4aff-67863bbf-244e733990bf9a2c;gz%22	https://royalpalmcollege.com/wp-content/themes/eduma/style.css?ver=5.4.5	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/themes/eduma/style5243.css	(from https://royalpalmcollege.com/)
15:08:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2002%20Sep%202025%2014:08:34%20GMT	http://eduma.thimpress.com/thim-2/wp-content/themes/eduma/images/patterns/pattern1.png	C:/Users/tajud/Desktop/Royal%20CLone/eduma.thimpress.com/thim-2/wp-content/themes/eduma/images/patterns/pattern1.1a.delayed	(from https://royalpalmcollege.com/)
15:08:40	800/800	---M--	200	added ('OK')	image/png	etag:%2263a268c9-342%22	https://eduma.thimpress.com/thim-2/wp-content/themes/eduma/images/patterns/pattern1.png	C:/Users/tajud/Desktop/Royal%20CLone/eduma.thimpress.com/thim-2/wp-content/themes/eduma/images/patterns/pattern1.png	(from https://royalpalmcollege.com/)
15:08:51	23814/23814	---M-Z	200	added ('OK')	text/css	etag:%225d06-67d82ab2-907ed5bd16cfe605;gz%22	https://royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1742219954	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/elementor/google-fonts/css/robotoslab28e7.css	(from https://royalpalmcollege.com/)
15:08:59	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-67852c06-10cc18a26f0a2467;gz%22	https://royalpalmcollege.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://royalpalmcollege.com/)
15:09:00	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-67852c05-7d91192088bdf101;gz%22	https://royalpalmcollege.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://royalpalmcollege.com/)
15:09:00	70921/70921	---M-Z	200	added ('OK')	application/x-javascript	etag:%2211509-67a64c21-27f76df2f851cc43;gz%22	https://royalpalmcollege.com/wp-content/plugins/paid-memberships-pro/js/select2.min.js?ver=4.1.0-beta.0	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/paid-memberships-pro/js/select2.minf485.js	(from https://royalpalmcollege.com/)
15:09:01	4030/4030	---M-Z	200	added ('OK')	application/x-javascript	etag:%22fbe-68af0b56-214c3fdea48886d9;gz%22	https://royalpalmcollege.com/wp-content/plugins/learnpress/assets/js/dist/loadAJAX.min.js?ver=4.2.9	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/plugins/learnpress/assets/js/dist/loadAJAX.min7350.js	(from https://royalpalmcollege.com/)
15:09:04	508398/508398	---MCZ	200	added ('OK')	application/json	etag:%225648-1756822142;gz%22	https://royalpalmcollege.com/wp-json/	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-json/index.html	(from https://royalpalmcollege.com/)
15:09:04	835/835	---M-Z	200	added ('OK')	text/xml	date:Tue,%2002%20Sep%202025%2014:09:03%20GMT	https://royalpalmcollege.com/xmlrpc.php?rsd	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/xmlrpc0db0.php	(from https://royalpalmcollege.com/)
15:09:05	2528/2528	---M-Z	200	added ('OK')	application/json	etag:%225649-1756822145;gz%22	https://royalpalmcollege.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Froyalpalmcollege.com%2F	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-json/oembed/1.0/embed6f33.json	(from https://royalpalmcollege.com/)
15:09:05	116121/116121	---MCZ	200	added ('OK')	application/json	date:Tue,%2002%20Sep%202025%2014:09:02%20GMT	https://royalpalmcollege.com/wp-json/wp/v2/pages/4520	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-json/wp/v2/pages/4520.json	(from https://royalpalmcollege.com/)
15:09:06	2701/2701	---M-Z	200	added ('OK')	text/xml	etag:%225650-1756822145;gz%22	https://royalpalmcollege.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Froyalpalmcollege.com%2F&format=xml	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-json/oembed/1.0/embed96cd	(from https://royalpalmcollege.com/)
15:09:07	3012/3012	---M--	200	added ('OK')	image/png	etag:%22bc4-6560a8ba-eba37893b33de129;;;%22	https://royalpalmcollege.com/wp-content/uploads/2022/09/cropped-logo-royalpalm-32x32.png	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/2022/09/cropped-logo-royalpalm-32x32.png	(from https://royalpalmcollege.com/)
15:09:10	69895/69895	---M--	200	added ('OK')	image/png	etag:%2211107-6560a8ba-42a053c27fd21853;;;%22	https://royalpalmcollege.com/wp-content/uploads/2022/09/cropped-logo-royalpalm-192x192.png	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/2022/09/cropped-logo-royalpalm-192x192.png	(from https://royalpalmcollege.com/)
15:09:10	16848/16848	---M--	200	added ('OK')	font/woff2	etag:%2241d0-689600ff-d46b497547660039;;;%22	https://royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmZiArmlw.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmZiArmlw.woff2	(from https://royalpalmcollege.com/)
15:09:10	11840/11840	---M--	200	added ('OK')	font/woff2	etag:%222e40-689600ff-18e45aa0f6b1e7e4;;;%22	https://royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmQiArmlw.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmQiArmlw.woff2	(from https://royalpalmcollege.com/)
15:09:10	3676/3676	---M--	200	added ('OK')	font/woff2	etag:%22e5c-689600ff-2975315972415143;;;%22	https://royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmYiArmlw.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmYiArmlw.woff2	(from https://royalpalmcollege.com/)
15:09:11	9644/9644	---M--	200	added ('OK')	font/woff2	etag:%2225ac-689600ff-d6926cc8fa1a138f;;;%22	https://royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmXiArmlw.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmXiArmlw.woff2	(from https://royalpalmcollege.com/)
15:09:11	19660/19660	---M--	200	added ('OK')	font/woff2	etag:%224ccc-689600ff-c4b33e17ae1b081c;;;%22	https://royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVnoiArmlw.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVnoiArmlw.woff2	(from https://royalpalmcollege.com/)
15:09:11	10576/10576	---M--	200	added ('OK')	font/woff2	etag:%222950-68960100-a4dfa261b9884128;;;%22	https://royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVn6iArmlw.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVn6iArmlw.woff2	(from https://royalpalmcollege.com/)
15:09:12	7856/7856	---M--	200	added ('OK')	font/woff2	etag:%221eb0-68960100-c73c36651151cb7a;;;%22	https://royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmbiArmlw.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmbiArmlw.woff2	(from https://royalpalmcollege.com/)
15:09:13	13740/13740	---M--	200	added ('OK')	font/woff2	etag:%2235ac-68960100-2c9deb1ea1bae59f;;;%22	https://royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmaiArmlw.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmaiArmlw.woff2	(from https://royalpalmcollege.com/)
15:09:14	20612/20612	---M--	200	added ('OK')	font/woff2	etag:%225084-68960100-ddc6acf32519929d;;;%22	https://royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmUiAo.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto/KFOMCnqEu92Fr1ME7kSn66aGLdTylUAMQXC89YmC2DPNWubEbVmUiAo.woff2	(from https://royalpalmcollege.com/)
15:09:15	32340/32340	---M--	200	added ('OK')	font/woff2	etag:%227e54-68960100-7ea00441c814c630;;;%22	https://royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto-slab/BngMUXZYTXPIvIBgJJSb6ufA5qW54A.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto-slab/BngMUXZYTXPIvIBgJJSb6ufA5qW54A.woff2	(from https://royalpalmcollege.com/)
15:09:15	21364/21364	---M--	200	added ('OK')	font/woff2	etag:%225374-68960100-23ac57448f697ec;;;%22	https://royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto-slab/BngMUXZYTXPIvIBgJJSb6ufJ5qW54A.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto-slab/BngMUXZYTXPIvIBgJJSb6ufJ5qW54A.woff2	(from https://royalpalmcollege.com/)
15:09:15	2220/2220	---M--	200	added ('OK')	font/woff2	etag:%228ac-68960100-cb0bff3ba981e917;;;%22	https://royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto-slab/BngMUXZYTXPIvIBgJJSb6ufB5qW54A.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto-slab/BngMUXZYTXPIvIBgJJSb6ufB5qW54A.woff2	(from https://royalpalmcollege.com/)
15:09:16	14868/14868	---M--	200	added ('OK')	font/woff2	etag:%223a14-68960100-2eefbcc8241852e1;;;%22	https://royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto-slab/BngMUXZYTXPIvIBgJJSb6ufO5qW54A.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto-slab/BngMUXZYTXPIvIBgJJSb6ufO5qW54A.woff2	(from https://royalpalmcollege.com/)
15:09:17	9980/9980	---M--	200	added ('OK')	font/woff2	etag:%2226fc-68960100-2a6069d5283731eb;;;%22	https://royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto-slab/BngMUXZYTXPIvIBgJJSb6ufC5qW54A.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto-slab/BngMUXZYTXPIvIBgJJSb6ufC5qW54A.woff2	(from https://royalpalmcollege.com/)
15:09:21	21200/21200	---M--	200	added ('OK')	font/woff2	etag:%2252d0-68960100-86cb4ebfab054216;;;%22	https://royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto-slab/BngMUXZYTXPIvIBgJJSb6ufD5qW54A.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto-slab/BngMUXZYTXPIvIBgJJSb6ufD5qW54A.woff2	(from https://royalpalmcollege.com/)
15:09:26	34236/34236	---M--	200	added ('OK')	font/woff2	etag:%2285bc-68960100-73710872f9058e20;;;%22	https://royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto-slab/BngMUXZYTXPIvIBgJJSb6ufN5qU.woff2	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/thim-fonts/roboto-slab/BngMUXZYTXPIvIBgJJSb6ufN5qU.woff2	(from https://royalpalmcollege.com/)
15:09:27	1/1	---M-Z	400	error ('Bad%20Request')	text/html	date:Tue,%2002%20Sep%202025%2014:09:27%20GMT	https://royalpalmcollege.com/wp-admin/admin-ajax.php	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-admin/admin-ajax.37.delayed	(from https://royalpalmcollege.com/)
15:09:31	311116/311116	---MCZ	200	added ('OK')	text/html	etag:%225277-1756742229;gz%22	https://royalpalmcollege.com/about-us/	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/about-us/index.html	(from https://royalpalmcollege.com/)
15:09:31	324566/324566	---MCZ	200	added ('OK')	text/html	etag:%225321-1756747179;gz%22	https://royalpalmcollege.com/elementor-10934/	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/elementor-10934/index.html	(from https://royalpalmcollege.com/)
15:09:32	317821/317821	---MCZ	200	added ('OK')	text/html	etag:%225315-1756746981;gz%22	https://royalpalmcollege.com/our-nursery-primary-school-jamrah-academy/	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/our-nursery-primary-school-jamrah-academy/index.html	(from https://royalpalmcollege.com/)
15:09:34	669787/669787	---M--	200	added ('OK')	image/png	etag:%22a385b-6560a8ba-1225c4435de04048;;;%22	https://royalpalmcollege.com/wp-content/uploads/2022/09/schoolLogo.jpg	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/wp-content/uploads/2022/09/schoolLogo.jpg	(from https://royalpalmcollege.com/)
15:09:35	343446/343446	---MCZ	200	added ('OK')	text/html	etag:%225319-1756747179;gz%22	https://royalpalmcollege.com/blog/	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/blog/index.html	(from https://royalpalmcollege.com/)
15:09:35	131/131	---M--	200	added ('OK')	image/png	etag:%2273897e174c3d3d5e%22	https://i0.wp.com/royalpalmcollege.com/wp-content/plugins/revslider/sr6/assets/assets/dummy.png?resize=640%2C428	C:/Users/tajud/Desktop/Royal%20CLone/i0.wp.com/royalpalmcollege.com/wp-content/plugins/revslider/sr6/assets/assets/dummybe2f.png	(from https://royalpalmcollege.com/)
15:09:36	300287/300287	---MCZ	200	added ('OK')	text/html	etag:%225320-1756747179;gz%22	https://royalpalmcollege.com/gallery/	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/gallery/index.html	(from https://royalpalmcollege.com/)
15:09:37	313020/313020	---MCZ	200	added ('OK')	text/html	etag:%225274-1756742009;gz%22	https://royalpalmcollege.com/contact/	C:/Users/tajud/Desktop/Royal%20CLone/royalpalmcollege.com/contact/index.html	(from https://royalpalmcollege.com/)
15:09:37	143/143	---M--	200	added ('OK')	image/png	etag:%22753ec5076801f864%22	https://i0.wp.com/royalpalmcollege.com/wp-content/plugins/revslider/sr6/assets/assets/dummy.png?resize=640%2C534	C:/Users/tajud/Desktop/Royal%20CLone/i0.wp.com/royalpalmcollege.com/wp-content/plugins/revslider/sr6/assets/assets/dummycd3a.png	(from https://royalpalmcollege.com/)
